; Amazonas;Ancash;Apurimac; Arequipa;Ayacucho;Cajamarca; Callao;Cusco;Huancavelica;Huánuco; Ica; Junín; La Libertad; Lambayeque;Lima; Loreto; Madre de Dios; Moquegua; Pasco;Piura; Puno;San Martín; Tacna ; Tumbes; Ucayali; No registrado; Total
Nov-20;4.08628181;421.2571917;266.9230394;344.6488242;71.16682661;104.8665058;206.8182929;225.1611542;6.28230268;1.12245266;356.5382105;184.3840202;286.2216164;89.35522347;742.4765475;6.66731161;4.23237955;269.4505009;22.87442011;328.5094096;191.4824184;13.33912048;48.52096304;9.34811337;2.44731054;148.1715943;4356.352032
Dic-20;4.79708467;533.3528982;147.3680205;473.500373;60.7818657;171.4951677;326.5176739;186.7687984;7.073957181;0.90885089;516.3177624;129.1332952;316.8831485;76.40969488;944.6798955;1.86361824;5.25434685;314.2161555;23.72802042;368.3727165;126.4851835;9.988075968;47.78626013;10.18415908;6.209066809;217.8041665;5027.880256
Ene-21;2.8484475;418.8310243;146.4725163;379.2007672;74.1029666;107.2068493;252.9043892;217.5039829;4.11622318;0.26364812;712.4363085;204.3257434;239.546057;43.43830178;856.143588;23.35720299;6.29734615;128.4100897;50.07354515;275.6769461;159.6906324;12.69427127;52.86784005;8.82707984;5.78509506;125.1315881;4508.15245
Feb-21;1.2546104;550.2467628;298.7224855;331.1618045;63.84084154;139.7831055;334.5582246;187.3784643;15.07161011;0.66931809;506.1786215;97.74296821;243.7915974;39.93760099;817.7358397;1.13157203;9.59448782;200.7610106;19.69330429;229.3048647;130.4690802;9.106040377;72.18375633;10.72877235;9.12148974;149.9411892;4470.109423
Mar-21;0.76439954;639.6490289;334.8264639;442.7795156;59.3428885;76.5578902;340.759689;166.739577;7.401721354;0.795273431;465.5854354;119.473298;237.8044294;41.71359154;838.4009783;1.329631566;10.3918507;237.6798072;27.41676821;189.9947303;159.7987527;7.047438413;49.99556536;9.79685677;5.79535021;143.6801078;4615.521039
Abr-21;1.25665335;511.7914482;134.8329956;459.8307384;64.85028717;139.3279004;378.2636149;167.194627;2.336634371;0.7012811;420.6186469;110.765058;280.2952544;59.68903193;939.1019438;15.12446321;7.43131513;317.6627369;24.45095401;192.0909601;200.5859295;6.960029206;38.12090912;13.88299713;2.97542078;154.3019346;4644.443765
May-21;1.78967843;514.6316325;528.9153047;401.186423;69.37903926;127.979924;340.8467096;166.9242516;5.55932982;0.6108068;500.6763589;126.4016927;226.7491347;81.54180405;968.7244565;2.02242209;5.77247787;164.5920866;85.01286638;172.2855236;210.762832;8.819153124;52.56574162;15.29649191;7.59471388;164.7669841;4951.40784
Jun-21;2.39964563;559.6612998;395.0888093;376.64828;71.49989445;104.3489293;341.0429034;204.786318;2.91340399;0.58317925;518.3836891;107.1257001;333.1415656;82.72478812;939.8852162;2.36425901;14.16858019;179.1710201;17.21169316;169.291214;229.9708629;9.085801298;51.93587622;9.33908457;7.979504597;175.8207121;4906.57223
Jul-21;5.40750262;515.85839;227.5498822;479.8986196;69.15996014;132.2999269;369.1357255;83.18276574;2.656774723;0.82278694;523.515032;201.7073706;388.6581266;66.23892908;1037.928156;1.08862802;15.65476734;297.712678;15.24111131;193.4328755;225.2635735;11.3951736;36.24240031;10.92482712;9.42361235;200.7618782;5121.161474
Ago-21;5.24472159;591.1211421;320.7894499;502.2119552;64.0169689;174.1412565;366.3064954;200.0590958;2.46335577;0.5430132;638.2155848;205.4742122;385.9943461;79.60498093;942.987618;1.45274874;16.02136559;382.8531946;11.71806519;182.3098965;217.1026625;11.25197622;58.00027371;12.86300422;7.03687724;206.0310497;5585.815311
Set-21;8.15529418;530.0294937;216.2505156;602.5525162;65.90894444;136.6229235;318.6565663;283.6274393;9.313936208;0.21257135;485.430981;139.0611375;462.5898644;124.9504538;1281.752294;1.29570469;13.0252607;223.2498363;22.10526887;237.587916;215.0907616;16.20587146;59.86823397;15.28829945;6.51137062;248.2192261;5723.562681
Oct-21;5.735219172;450.1900048;153.5432958;529.4820891;63.69303714;178.3430236;380.4302063;154.6272979;8.43290615;1.085826;656.5048936;122.1499603;379.3684899;100.7648764;1352.200647;1.40414573;16.34191636;273.554749;83.88448003;295.9324848;212.0504533;20.18788797;47.37688085;11.3696633;8.03427109;259.0122966;5765.701002
Nov-21;4.36509938;627.7344997;251.9688331;394.864395;84.00287264;231.0515414;310.8015571;249.36699;2.282922344;0.35254348;559.2500876;88.58772243;307.4092155;90.00293633;1524.706059;1.688181265;17.9098139;446.2087034;32.57089607;409.0965677;208.2679767;16.5539772;63.85596983;12.45356771;16.55501249;268.0741767;6219.982118
Dic-21;6.496148276;668.123028;32.52898455;576.4084741;65.42733924;165.71168;399.4975182;310.3740872;2.972883994;0.59561975;803.5289694;43.28080712;351.3672145;94.74719608;1605.674738;1.41073324;10.54404714;292.4674418;63.60791935;404.53748;156.6708363;15.01502753;126.6783406;15.24832574;16.15116467;225.1052005;6454.171206
